time,WS_Avg,WD_Avg,Ta_Avg,RH_Avg,Vapor_Avg,DR_Avg,UR_Avg,DLR_Avg,ULR_Avg,Rn_Avg,Albedo_Avg,T_NR01_C_Avg,Snow_Depth
2022/12/11 14:00,3.332,174.9,-10.57,22.55,0.062,0,1.115,143.6,220.6,-78.1,0,-12.22,1.424
2022/12/11 14:30,2.254,185.9,-10.48,21.76,0.06,0,0.557,142,218.9,-77.44,0,-12.57,1.42
2022/12/11 15:00,0.784,202.4,-10.09,21.94,0.062,0,2.23,143,219,-78.24,0,-12.16,1.415
2022/12/11 15:30,3.136,180.9,-9.7,19.09,0.056,0,3.344,142.1,219.4,-80.7,0,-11.57,1.414
2022/12/11 16:00,2.842,175.4,-11.91,22.69,0.056,9.11,8.92,145,217.1,-71.83,0.979,-12.22,1.44
2022/12/11 16:30,2.842,149.9,-11.19,23.68,0.062,22.17,18.39,144.3,216.9,-68.83,0.83,-13.22,1.422
2022/12/11 17:00,2.842,172.6,-11.43,23.65,0.06,31.59,27.87,145.2,218.3,-69.41,0.882,-12.76,1.426
2022/12/11 17:30,3.038,188.7,-10.05,19.91,0.057,139.4,88.4,146.8,220.7,-22.83,0.634,-10.63,1.436
2022/12/11 18:00,2.842,182.7,-7.279,19.05,0.067,44.03,270.9,147.7,241.9,-321,6.151,-4.699,1.428
2022/12/11 18:30,2.156,152.9,-6.181,21.84,0.084,399.2,320.6,150.2,251.8,-22.98,0.803,-2.538,1.426
2022/12/11 19:00,2.156,173.2,-6.454,25.56,0.096,448.1,360,152.4,260.5,-19.98,0.803,-0.378,1.423
2022/12/11 19:30,2.352,170.9,-5.418,26.38,0.108,486.9,392.2,153.4,266.7,-18.67,0.806,-0.231,1.423
2022/12/11 20:00,2.254,162.9,-3.952,20.83,0.095,510.4,416.8,151.3,268,-23.18,0.817,-0.168,1.425
2022/12/11 20:30,0.392,167.6,-2.674,18.98,0.095,514.8,434.8,147.8,269.7,-41.91,0.845,2.433,1.423
2022/12/11 21:00,4.312,73.08,-3.644,16.96,0.079,514.5,449.5,150.7,271.9,-56.19,0.874,-2.033,1.419
2022/12/11 21:30,4.998,54.29,-3.441,17.58,0.083,494.5,446.5,150.3,271.6,-73.22,0.903,-2.368,1.421
2022/12/11 22:00,5.39,74.84,-3.776,18.26,0.084,459,427,151.8,271,-87.3,0.93,-2.955,1.42
2022/12/11 22:30,3.332,22.97,-3.955,25.18,0.115,405.8,394.3,153.4,272.5,-107.7,0.972,-2.243,1.422
2022/12/11 23:00,2.352,77.04,-4.139,28.43,0.128,340.6,347.8,154.2,268.7,-121.7,1.021,-2.348,1.419
2022/12/11 23:30,0.686,275.4,-3.37,21.52,0.103,271.7,295.5,149.3,264.9,-139.4,1.088,-2.075,1.421
2022/12/12 00:00,1.274,88.3,-5.33,19.6,0.081,191.1,233.2,146.8,259,-154.4,1.221,-3.249,1.424
2022/12/12 00:30,2.646,151.6,-6.521,20.56,0.077,26.69,22.82,152.3,250.6,-94.5,0.855,-5.154,1.414
2022/12/12 01:00,1.176,219.1,-7.317,19.68,0.069,15.77,16.98,149.4,239.6,-91.5,1.076,-7.731,1.421
2022/12/12 01:30,2.94,184.4,-8.58,20.89,0.067,5.462,8.07,148.9,232.9,-86.6,1.478,-9.76,1.43
2022/12/12 02:00,2.94,179.7,-9.13,20.89,0.064,0,0,145.3,229.7,-84.3,0,-10.62,1.418
2022/12/12 02:30,2.45,167.2,-11.51,23.47,0.06,0,0,145.7,227.7,-82,0,-11.31,1.419
2022/12/12 03:00,2.94,152.4,-11.07,21.38,0.056,0,0,145.6,225.6,-79.98,0,-12.05,1.424
2022/12/12 03:30,3.822,158.4,-12.59,23.3,0.054,0,0,144.2,224.2,-80,0,-13.64,1.424
2022/12/12 04:00,4.214,175.9,-12.93,23.68,0.054,0,0,143.5,224,-80.5,0,-13.43,1.42
2022/12/12 04:30,4.214,184.2,-9.61,18.16,0.054,0,3.345,144.4,223.5,-82.4,0,-12.22,1.432
2022/12/12 05:00,3.92,177.4,-8.94,15.83,0.049,0,0,144.7,223,-78.28,0,-10.27,1.428
2022/12/12 05:30,3.038,180.6,-8.7,17.31,0.055,0,1.951,144.3,223,-80.6,0,-10.52,1.421
2022/12/12 06:00,4.018,188.3,-8.94,17.72,0.055,0,0,145.6,224.5,-78.91,0,-9.85,1.428
2022/12/12 06:30,4.116,180.6,-7.889,16.38,0.055,0,0,147.4,226.5,-79.1,0,-9.41,1.43
2022/12/12 07:00,3.626,178.5,-9.09,20.8,0.064,0,0,145.2,227.3,-82,0,-10.06,1.415
2022/12/12 07:30,1.568,190.6,-8.13,20.08,0.067,0,3.622,145.1,224.7,-83.3,0,-10.48,1.412
2022/12/12 08:00,4.312,176.6,-10.82,23.51,0.063,0,0,145.8,225,-79.26,0,-11.36,1.427
2022/12/12 08:30,2.548,170.5,-11.78,24.57,0.061,0,0,145.5,223.1,-77.57,0,-11.99,1.426
2022/12/12 09:00,3.626,171.4,-11.44,24.85,0.063,0,0,145.3,221.7,-76.37,0,-12.55,1.421
2022/12/12 09:30,3.43,145.5,-8.7,20.91,0.066,0,1.672,146.1,221.4,-76.96,0,-12.95,1.427
2022/12/12 10:00,3.626,182.9,-9.41,24.37,0.073,0,0.836,146.6,224.2,-78.39,0,-10.82,1.424
2022/12/12 10:30,3.724,182.1,-10.53,25.98,0.071,0,0,146.6,222.8,-76.25,0,-11.36,1.423
2022/12/12 11:00,3.43,181.3,-9.57,24.95,0.074,0,1.951,146.4,221.7,-77.24,0,-11.51,1.429
2022/12/12 11:30,2.156,184.5,-12.87,33.38,0.076,0,0,145.1,216.5,-71.34,0,-13.66,1.425
2022/12/12 12:00,2.058,173.2,-13.01,34.89,0.079,0,0.557,145.1,213.2,-68.68,0,-14.77,1.423
2022/12/12 12:30,1.47,266.4,-14.3,63.39,0.128,0,0.558,145.2,217.2,-72.61,0,-15.36,1.421
2022/12/12 13:00,1.862,211.5,-15.35,72.2,0.134,0,0,147.1,213.3,-66.19,0,-16.11,1.426
2022/12/12 13:30,2.646,222.6,-15.11,87.7,0.166,0,0.558,149.5,223.4,-74.48,0,-15.58,1.42
2022/12/12 14:00,3.038,177.6,-16.94,82.5,0.134,0,0,152,218.6,-66.56,0,-16.8,1.421
2022/12/12 14:30,2.254,185.2,-16.36,86,0.147,0,0.279,163.7,216.7,-53.26,0,-17.28,1.426
2022/12/12 15:00,2.842,172.5,-16.88,87,0.142,0.304,0,240.8,231.7,9.41,0,-17.24,1.418
2022/12/12 15:30,1.372,173.9,-14.72,86.9,0.17,3.646,2.23,246.7,244.1,4.05,0.612,-15.06,1.418
2022/12/12 16:00,1.078,170.5,-14.93,85.6,0.165,33.41,26.2,220.6,243.9,-16.04,0.784,-14.87,1.419
2022/12/12 16:30,3.038,174.8,-16.42,82,0.139,82.6,61.87,215.7,242.5,-6.07,0.749,-15.19,1.42
2022/12/12 17:00,1.666,197.6,-16.48,85.7,0.145,34.63,29.82,159.8,228.8,-64.21,0.861,-16.69,1.415
2022/12/12 17:30,2.45,183.2,-15.55,86.5,0.158,94.5,56.02,161.3,226,-26.19,0.593,-16.36,1.425
2022/12/12 18:00,2.94,179.7,-13.21,75.74,0.168,99.3,264.8,153.3,240.2,-252.4,2.666,-11.88,1.421
2022/12/12 18:30,2.45,180.8,-13.44,66.38,0.144,470.6,319.3,152.4,248.3,55.41,0.678,-9.99,1.422
2022/12/12 19:00,2.94,182.6,-11.27,63.3,0.164,526.6,364.8,152.7,256.3,58.2,0.693,-6.852,1.422
2022/12/12 19:30,1.96,169.1,-10.09,59.65,0.17,485.1,393.6,153.9,262.2,-16.79,0.811,-5.113,1.421
2022/12/12 20:00,2.842,188.3,-9.06,58.54,0.18,505.6,421.1,158.8,269.9,-26.57,0.833,-4.358,1.422
2022/12/12 20:30,1.372,182.4,-8.22,57.8,0.19,512.8,437.9,159.3,275.4,-41.21,0.854,-3.081,1.421
2022/12/12 21:00,2.254,220.1,-7.414,55.71,0.195,504.8,444.3,162.2,280.3,-57.55,0.88,-2.096,1.422
2022/12/12 21:30,0.784,320.3,-5.356,48.46,0.199,479.6,443.4,162.9,282.6,-83.4,0.925,-0.566,1.426
2022/12/12 22:00,3.136,197.8,-6.505,50.75,0.191,451.1,423.1,165.3,283.4,-90.1,0.938,-1.739,1.422
2022/12/12 22:30,0.294,68.62,-5.978,44.39,0.174,397.8,392,162.3,280,-111.9,0.985,-0.776,1.42
2022/12/12 23:00,6.762,22.29,-5.499,37.21,0.151,337.4,349.4,163.3,273.6,-122.3,1.035,-0.818,1.424
2022/12/12 23:30,6.762,68.73,-6.255,34.41,0.132,275.9,300.5,159.1,271.9,-137.4,1.089,-4.923,1.42
2022/12/13 00:00,6.272,53.25,-6.28,35,0.134,200.2,240.5,158.1,268.1,-150.3,1.201,-5.343,1.418
2022/12/13 00:30,2.744,353.8,-7.318,37.99,0.134,29.73,24.77,159.2,253.9,-89.7,0.833,-7.29,1.424
2022/12/13 01:00,3.43,0.097,-8.55,41.86,0.134,18.2,17.54,156.2,248.1,-91.2,0.963,-8.69,1.417
2022/12/13 01:30,3.43,52.56,-8.67,43.01,0.137,6.98,9.47,157.2,246,-91.2,1.356,-8.88,1.418
2022/12/13 02:00,0.49,9.39,-10.81,41.75,0.112,0,0,155.1,238.1,-83,0,-10.5,1.411
2022/12/13 02:30,3.43,181.2,-11.19,41.27,0.108,0,0,151.1,231.9,-80.8,0,-12.15,1.424
2022/12/13 03:00,2.254,181.4,-10.83,40.22,0.108,0,2.229,150.1,229.1,-81.2,0,-12.36,1.423
2022/12/13 03:30,3.136,23.21,-11.36,37.96,0.098,0,0,149.6,229.1,-79.55,0,-12.05,1.418
2022/12/13 04:00,1.666,144.1,-11.07,37.52,0.099,0,0.557,150.9,226.8,-76.48,0,-12.76,1.413
2022/12/13 04:30,1.862,147.2,-10.15,37.66,0.107,0,0.279,152.1,223.4,-71.51,0,-12.47,1.431
2022/12/13 05:00,1.176,135.7,-11.2,42.6,0.111,0,1.393,150.7,220.4,-71.03,0,-13.64,1.423
2022/12/13 05:30,3.038,177.9,-12.35,40.03,0.095,0,1.115,149.8,220.1,-71.41,0,-14.29,1.421
2022/12/13 06:00,3.724,188,-15.55,43.77,0.08,0,0,148.3,219.6,-71.26,0,-15.48,1.418
2022/12/13 06:30,2.548,179.1,-12.57,42.58,0.099,0,3.066,147.7,219.7,-75.07,0,-14.6,1.423
2022/12/13 07:00,1.764,157.3,-12.9,44.36,0.101,0,0,148.8,217.3,-68.45,0,-15.27,1.429
2022/12/13 07:30,4.41,175.5,-14.1,41.58,0.086,0,0,148.8,220.4,-71.59,0,-14.81,1.433
2022/12/13 08:00,3.234,173.3,-13.58,44.15,0.095,0,1.394,146.5,218.9,-73.88,0,-15.69,1.424
2022/12/13 08:30,4.41,175.6,-16.6,44.6,0.075,0,0,148.2,216.6,-68.44,0,-16.55,1.427
2022/12/13 09:00,2.352,188.3,-14.77,44.3,0.086,0,0.558,147.2,216,-69.44,0,-16.96,1.427
2022/12/13 09:30,2.548,204,-12.9,42.41,0.096,0,0,147.8,217.1,-69.39,0,-14.23,1.427
2022/12/13 10:00,1.96,168.2,-13.24,48.51,0.107,0,0.558,147.2,214,-67.38,0,-15.9,1.425
2022/12/13 10:30,2.45,149.4,-12.65,43.03,0.1,0,0.558,145.8,214.2,-68.93,0,-15.84,1.424
2022/12/13 11:00,0.686,157.4,-11.6,40.49,0.102,0.304,2.788,145.2,214.2,-71.49,9.18,-15.5,1.421
2022/12/13 11:30,0.882,192.7,-12.37,40.77,0.097,0,1.951,143.7,212.5,-70.74,0,-14.4,1.42
2022/12/13 12:00,1.568,158.4,-11.42,33.08,0.085,0,0,143.9,213.7,-69.87,0,-13.73,1.423
2022/12/13 12:30,1.274,183.9,-11.75,30.37,0.076,0,0,141.4,215.1,-73.74,0,-13.45,1.412
2022/12/13 13:00,2.646,190,-11.61,27.87,0.07,0,0,141.7,219.7,-78,0,-12.41,1.421
2022/12/13 13:30,3.724,354.9,-11.28,29.96,0.077,0,0,141.7,222.6,-80.9,0,-11.82,1.419
2022/12/13 14:00,2.646,88.8,-9.23,24.61,0.075,0,0.557,142.7,226.9,-84.8,0,-10.34,1.42
2022/12/13 14:30,3.626,49.98,-10.14,25.43,0.072,0,0,141.3,228.7,-87.4,0,-10.54,1.414
2022/12/13 15:00,4.802,36.01,-9.38,22.92,0.069,0,0,142.6,233.3,-90.7,0,-9.87,1.422
2022/12/13 15:30,6.076,45.88,-9.05,21.52,0.066,0,1.393,141,232.8,-93.2,0,-9.66,1.417
2022/12/13 16:00,5.782,5.595,-9.48,20.52,0.061,8.5,10.31,139.9,234.1,-96,1.212,-9.62,1.415
2022/12/13 16:30,3.332,148.2,-8.76,19.53,0.062,20.35,20.06,140.8,234.2,-93.1,0.986,-9.45,1.418
2022/12/13 17:00,0,0,-10.35,22.31,0.062,25.81,24.8,139.9,222.8,-81.9,0.961,-10.85,1.415
2022/12/13 17:30,2.548,61.65,-9.77,20.42,0.06,40.99,34.55,138.8,221.6,-76.32,0.843,-10.65,1.417
2022/12/13 18:00,0.294,245.9,-7.301,17.33,0.061,36.13,266.6,140.7,240.1,-329.9,7.379,-5.263,1.421
2022/12/13 18:30,2.744,15.8,-7.395,19.07,0.067,397.6,320.8,144.2,251.4,-30.37,0.807,-5.114,1.422
2022/12/13 19:00,1.372,65.41,-6.46,18.62,0.07,447.1,362.4,145.6,258.1,-27.75,0.81,-4.003,1.422
2022/12/13 19:30,0.784,59.03,-6.468,18.07,0.068,485.9,393.2,145.9,262.6,-24.08,0.809,-3.605,1.419
2022/12/13 20:00,3.822,18.51,-6.527,22.48,0.084,511,422.7,150.4,268.9,-30.14,0.827,-3.646,1.423
2022/12/13 20:30,5.194,34.92,-6.25,22.88,0.088,518,440.2,151.7,272.1,-42.64,0.85,-3.479,1.42
2022/12/13 21:00,7.252,16.32,-6.394,25.55,0.097,513.7,450.5,154.3,274.3,-56.87,0.877,-3.625,1.421
2022/12/13 21:30,3.724,11.46,-5.618,25.93,0.104,489.8,444.1,155.5,276.1,-74.97,0.907,-2.976,1.422
2022/12/13 22:00,3.234,10.06,-4.808,28.43,0.122,450,420.2,158,279.3,-91.5,0.934,-0.985,1.424
2022/12/13 22:30,3.234,4.906,-5.008,25.07,0.106,403.9,391.2,157.3,277,-107,0.969,-1.719,1.422
2022/12/13 23:00,4.704,0.049,-5.189,22.75,0.095,343,347.3,156.4,274.8,-122.7,1.012,-2.18,1.422
2022/12/13 23:30,3.724,227.1,-5.809,20.49,0.081,273.8,294.1,153.9,270.3,-136.7,1.074,-2.683,1.43
2022/12/14 00:00,0.49,175.5,-6.564,19.54,0.073,196.6,232.4,149.2,261.6,-148.2,1.182,-3.688,1.425
2022/12/14 00:30,3.038,200.9,-8.05,22.07,0.074,25.48,21.15,150.8,249.5,-94.4,0.83,-7.08,1.417
2022/12/14 01:00,1.176,106.8,-8.26,24.37,0.08,18.51,18.65,151.7,239.2,-87.7,1.008,-9.43,1.424
2022/12/14 01:30,3.136,184.8,-9.43,26.2,0.078,6.374,9.47,151.2,233.4,-85.3,1.486,-10.2,1.427
2022/12/14 02:00,4.214,179.9,-10.95,32.23,0.086,0,2.507,148.5,230.3,-84.3,0,-12.19,1.417
2022/12/14 02:30,1.862,189.1,-10.25,26.31,0.074,0,0,146.8,226.3,-79.57,0,-12.57,1.426
2022/12/14 03:00,2.842,171.4,-10.83,25.29,0.068,0,0.557,146,225.6,-80.2,0,-12.38,1.424
2022/12/14 03:30,2.058,170.7,-12.11,28.17,0.068,0,0,145.9,222.4,-76.51,0,-13.7,1.421
2022/12/14 04:00,2.842,177.9,-11.68,26.32,0.066,0,2.508,144,220.6,-79.09,0,-13.49,1.426
2022/12/14 04:30,1.078,161.5,-11.72,23.65,0.059,0,0,145.9,219.6,-73.73,0,-12.85,1.421
2022/12/14 05:00,4.018,178.7,-12,24.34,0.059,0,0,145.1,220.7,-75.5,0,-12.99,1.428
2022/12/14 05:30,3.92,178.6,-14.21,28.04,0.057,0,0,145.7,220,-74.27,0,-14.75,1.42
2022/12/14 06:00,4.704,178.6,-15.51,34.31,0.063,0,0,145.7,218.9,-73.17,0,-15.61,1.421
2022/12/14 06:30,3.92,175.4,-14.01,31.33,0.065,0,0,147,218.6,-71.64,0,-15.44,1.431
2022/12/14 07:00,4.606,175,-18.04,38.94,0.058,0,0,148.6,217.1,-68.52,0,-17.28,1.424
2022/12/14 07:30,3.724,173.4,-14.77,46.97,0.092,0,0.279,148.2,216.7,-68.79,0,-17.05,1.427
2022/12/14 08:00,3.136,181.9,-14.62,50.33,0.099,0,4.182,148.2,217.6,-73.6,0,-16.76,1.425
2022/12/14 08:30,4.018,180.6,-16.83,50.09,0.082,0,0,148.2,215.6,-67.46,0,-17.17,1.424
2022/12/14 09:00,3.136,172.8,-15.72,51.74,0.093,0,0,148.6,216.7,-68.14,0,-16.74,1.426
2022/12/14 09:30,3.724,179.2,-16.64,54,0.09,0,0,146.4,214.5,-68.09,0,-17.15,1.422
2022/12/14 10:00,3.822,178.6,-18.6,50.37,0.071,0,0,146.9,214.3,-67.34,0,-18.66,1.422
2022/12/14 10:30,3.822,178.1,-18.03,47.11,0.07,0,0,146.6,214.8,-68.25,0,-17.57,1.424
2022/12/14 11:00,4.606,177.6,-16.11,44.44,0.078,0,0,145.7,214.8,-69.04,0,-17.19,1.427
2022/12/14 11:30,3.038,172.2,-14.86,43.55,0.084,0,0.836,144.9,213.4,-69.32,0,-16.93,1.422
2022/12/14 12:00,3.724,170,-15.82,45.36,0.081,0,0,145.1,212.6,-67.5,0,-17.24,1.429
2022/12/14 12:30,3.43,174.5,-15.92,44.78,0.079,0,0,144.2,211.7,-67.45,0,-17.3,1.428
2022/12/14 13:00,2.94,173.7,-15.82,51.4,0.092,0,0,144.4,209.6,-65.18,0,-18.53,1.434
2022/12/14 13:30,3.038,168.9,-14.95,48.87,0.094,0,1.394,144.3,210.6,-67.65,0,-17.91,1.426
2022/12/14 14:00,1.862,130.1,-16.96,52.78,0.086,0,0,143.3,208,-64.74,0,-18.72,1.419
2022/12/14 14:30,4.41,177.3,-18.35,53.74,0.078,0,0,145.1,208.6,-63.54,0,-18.24,1.427
2022/12/14 15:00,4.018,176.9,-15.19,48.8,0.092,0,1.394,144.1,211.1,-68.4,0,-17.24,1.43
2022/12/14 15:30,4.998,177.2,-19.46,52.54,0.069,0,0.279,143.9,211.6,-67.96,0,-18.7,1.423
2022/12/14 16:00,4.312,178.7,-17.49,49.9,0.078,11.55,12.27,142.8,212.1,-70.06,1.062,-17.97,1.428
2022/12/14 16:30,3.92,180.8,-17.78,45.54,0.069,21.88,19.24,140.5,211.4,-68.24,0.879,-18.99,1.43
2022/12/14 17:00,2.058,154,-16.39,42.15,0.072,29.17,25.37,139.3,207.4,-64.34,0.87,-18.61,1.432
2022/12/14 17:30,3.626,181.7,-18.65,37.14,0.052,34.34,29,140.3,210.9,-65.31,0.844,-18.07,1.422
2022/12/14 18:00,3.136,174.7,-14.92,33.29,0.064,41.63,263.7,139.7,230.1,-312.6,6.336,-11.93,1.422
2022/12/14 18:30,2.156,166.1,-12.13,29.77,0.072,391.4,316,139.6,239,-23.97,0.807,-8.15,1.426
2022/12/14 19:00,1.862,175.8,-11.06,29.55,0.078,443.2,356.2,141.9,247.6,-18.79,0.804,-5.387,1.424
2022/12/14 19:30,3.724,174.6,-11.96,39.22,0.096,483.7,384.8,142.6,255,-13.53,0.796,-6.559,1.421
2022/12/14 20:00,3.332,176.5,-10.87,39.36,0.105,506.3,413.3,144.6,260.8,-23.26,0.816,-5.594,1.422
2022/12/14 20:30,0,0,-7.282,24.16,0.086,514.7,435.8,149.6,267.1,-38.6,0.847,-3.395,1.425
2022/12/14 21:00,0.49,173.1,-7.024,36.49,0.132,134,111.9,151.2,260.5,-87.2,0.835,-0.943,1.425
2022/12/14 21:30,3.822,130.7,-6.457,32.42,0.122,485.1,435.1,158.1,272.9,-64.81,0.897,1.3,1.426
2022/12/14 22:00,2.548,174.5,-6.984,37.76,0.137,459.9,419.8,151.6,268.4,-76.68,0.913,-2.074,1.424
2022/12/14 22:30,3.038,177.3,-7.558,38.54,0.134,417.8,402.5,159.1,275.4,-101,0.964,-1.342,1.423
2022/12/14 23:00,2.548,170.6,-7.825,41.5,0.141,359.7,360.3,161.2,266.6,-106.1,1.002,-4.798,1.423
2022/12/14 23:30,1.862,297.7,-8.29,42.36,0.139,277.8,297.2,159.6,266.2,-126,1.07,-4.422,1.42
2022/12/15 00:00,2.548,161.5,-7.952,41.68,0.14,198.1,233.2,157.1,262,-140,1.178,-5.05,1.422
2022/12/15 00:30,2.45,194.2,-9.47,45.65,0.136,35.19,29.22,158.6,249.4,-84.8,0.831,-8.8,1.417
2022/12/15 01:00,2.058,194,-10.08,51.31,0.146,27.31,25.89,159.9,243.8,-82.6,0.948,-10.28,1.417
2022/12/15 01:30,2.842,191.2,-10.91,52.91,0.141,11.23,12.25,161.9,240.7,-79.87,1.091,-11,1.417
2022/12/15 02:00,3.038,211.1,-12.53,59.22,0.139,0,0.836,155.6,231.6,-76.79,0,-12.82,1.415
2022/12/15 02:30,2.352,184.2,-13.28,62.15,0.137,0,0.279,155.5,230.2,-74.97,0,-14.09,1.417
2022/12/15 03:00,4.214,190.1,-12.89,70.41,0.16,0,1.393,154.7,228.5,-75.21,0,-14.03,1.426
2022/12/15 03:30,3.92,183,-12.35,77.42,0.184,0,0.836,155.5,233,-78.35,0,-13.22,1.421
2022/12/15 04:00,3.528,181.8,-13.21,84.7,0.188,0,1.115,155.9,229.1,-74.33,0,-13.95,1.415
2022/12/15 04:30,3.038,180.7,-12.97,84.1,0.19,0,0,156.8,229.1,-72.24,0,-13.51,1.423
2022/12/15 05:00,4.018,178.5,-13.31,86.8,0.191,0,0.557,160.5,234.2,-74.27,0,-13.64,1.417
2022/12/15 05:30,3.92,186.5,-13.84,87.6,0.184,0,0.557,160.3,232.3,-72.56,0,-14.2,1.421
2022/12/15 06:00,3.234,187.5,-14.03,84.1,0.174,0,0,162.1,226.5,-64.37,0,-14.81,1.421
2022/12/15 06:30,3.724,181.9,-14.6,82.3,0.163,0,0,165.3,226.5,-61.22,0,-15.27,1.424
2022/12/15 07:00,3.332,185,-14.26,86.3,0.175,0,0,173.1,226.4,-53.28,0,-15.17,1.422
2022/12/15 07:30,4.018,183.1,-15.31,83.1,0.155,0,0,180.1,231.2,-51.17,0,-15.35,1.424
2022/12/15 08:00,3.822,181.1,-14.07,89.1,0.184,0,0.557,192.8,234.1,-41.93,0,-14.66,1.423
2022/12/15 08:30,3.136,202.1,-13.68,86.8,0.185,0,1.393,228.3,241.5,-14.64,0,-14.31,1.417
2022/12/15 09:00,2.45,166.5,-13.69,79.14,0.169,0,0,247.8,247.1,0.765,0,-14.12,1.422
2022/12/15 09:30,0.196,206.2,-13.31,78.21,0.172,0,0.279,233.2,246.7,-13.84,0,-13.97,1.419
2022/12/15 10:00,1.764,183.7,-13.98,78.82,0.164,0,0.279,220.7,240.3,-19.87,0,-14.66,1.419
2022/12/15 10:30,2.548,186,-15.8,79.51,0.142,0,0,201,231.7,-30.69,0,-16,1.42
2022/12/15 11:00,0.784,210.3,-14.65,82.9,0.163,0,0.557,246.6,242.7,3.384,0,-15.06,1.418
2022/12/15 11:30,2.45,171.6,-13.84,82.4,0.173,0,0.557,235.7,244.9,-9.77,0,-14.6,1.421
2022/12/15 12:00,0,0,-14.46,78.68,0.157,0,0,240.4,244,-3.64,0,-14.62,1.419
2022/12/15 12:30,0.392,240.1,-14.51,83.4,0.166,0,0,248,246.7,1.376,0,-14.6,1.419
2022/12/15 13:00,0.588,196.4,-14.17,83.4,0.171,0,0.279,247.3,247.7,-0.679,0,-14.43,1.417
2022/12/15 13:30,0.49,2.482,-14.13,83,0.171,0,0,245.1,249,-3.887,0,-14.12,1.419
2022/12/15 14:00,0,0,-14.22,85.5,0.174,0,0.279,202.3,241.4,-39.39,0,-14.6,1.419
2022/12/15 14:30,1.372,187.1,-15.47,86.4,0.159,0,0,191.5,230.9,-39.36,0,-16.06,1.419
2022/12/15 15:00,1.176,131.8,-15.51,85.3,0.156,0,2.23,181.2,223.6,-44.62,0,-17.11,1.425
2022/12/15 15:30,1.47,187.8,-16.56,82,0.138,0,2.508,182.6,221.3,-41.21,0,-17.69,1.429
2022/12/15 16:00,2.646,189.3,-17.12,85.7,0.137,12.15,15.05,184,220.6,-39.56,1.239,-18.34,1.432
2022/12/15 16:30,3.822,183.7,-16.49,78.42,0.132,20.97,18.68,186.5,224.8,-35.98,0.891,-17.09,1.427
2022/12/15 17:00,2.744,184.7,-16.3,79.99,0.137,33.43,30.11,182.7,219.8,-33.79,0.901,-18.18,1.427
2022/12/15 17:30,3.136,194,-15,76.53,0.146,44.67,40.15,184.2,221.9,-33.17,0.899,-16.59,1.424
2022/12/15 18:00,1.862,265.1,-12.14,57.86,0.14,128.5,271.5,180.1,235.6,-198.5,2.113,-11.19,1.426
2022/12/15 18:30,1.862,190.1,-11.57,54.91,0.139,434.2,322.6,150.3,244.7,17.16,0.743,-9.62,1.423
2022/12/15 19:00,1.47,190.7,-10.79,49.3,0.133,642.5,356.5,151,252.5,184.6,0.555,-5.638,1.427
2022/12/15 19:30,1.764,188.1,-10.48,50.48,0.139,123.5,95.5,158,254.5,-68.49,0.773,-4.924,1.426
2022/12/15 20:00,1.568,107.7,-11.92,59.03,0.145,407.9,328.4,176.9,248.1,8.35,0.805,-9.95,1.421
2022/12/15 20:30,3.528,32.51,-11.77,55.61,0.138,244.5,207.9,184.4,253.6,-32.62,0.85,-9.76,1.422
2022/12/15 21:00,2.94,43.99,-10.66,51.48,0.14,645,559,178.6,264.4,0.231,0.867,-8.23,1.421
2022/12/15 21:30,4.508,42.14,-10.66,47.34,0.129,569.2,507.2,162.2,266,-41.81,0.891,-8.38,1.419
2022/12/15 22:00,9.21,42.43,-9.65,44.05,0.13,624.1,554.8,184.6,271.8,-17.94,0.889,-7.375,1.42
2022/12/15 22:30,7.154,37.66,-9.95,42.51,0.122,461.8,440.1,163.5,267,-81.8,0.953,-8,1.419
2022/12/15 23:00,6.762,39.07,-9.61,36.35,0.107,407.5,385.6,174.3,263.6,-67.44,0.946,-8.32,1.42
2022/12/15 23:30,6.958,43.12,-10.27,37.14,0.104,162.7,127.5,189.2,259.8,-35.5,0.784,-8.95,1.42
2022/12/16 00:00,1.96,40.3,-9.31,38.75,0.117,292.6,306.6,179.5,264.4,-99,1.048,-8.07,1.42
2022/12/16 00:30,5.684,354.9,-10.55,43.1,0.118,140.8,103.9,195.8,257.3,-24.53,0.738,-9.3,1.417
2022/12/16 01:00,2.94,15.7,-10.97,44.48,0.118,68.58,53.46,175.2,248.4,-58.05,0.78,-10.79,1.416
2022/12/16 01:30,6.468,12.5,-11.34,43.94,0.113,12.14,12.25,180,246.3,-66.4,1.009,-11.27,1.417
2022/12/16 02:00,0.98,101.4,-11.33,45.21,0.116,0,1.393,161.5,241.1,-81,0,-11.65,1.419
2022/12/16 02:30,2.744,28.17,-12.13,48,0.116,0,0,149.2,236.3,-87.1,0,-12.34,1.416
2022/12/16 03:00,0.98,21.75,-12.79,49.96,0.114,0,0,148.4,229.7,-81.3,0,-13.28,1.419
2022/12/16 03:30,5.684,22.92,-13.37,54.38,0.119,0,0,147.9,229.2,-81.3,0,-13.74,1.417
2022/12/16 04:00,0.588,26.81,-13.07,53.25,0.119,0,0,148.8,222.4,-73.6,0,-14.62,1.419
2022/12/16 04:30,3.822,183.2,-14.8,57.68,0.112,0,0,148.6,220.8,-72.28,0,-15.46,1.432
